Table,Year,Data_item,Region,State,Value,Units
Milk cows,1975,"Milk cows, average inventory",Corn Belt,Missouri,302.00,Thousand head
Milk cows,1975,"Milk cows, average inventory",Corn Belt,Ohio,400.00,Thousand head
Milk cows,1975,"Milk cows, average inventory",Corn Belt,Total region,1561.00,Thousand head
Milk cows,1975,"Milk cows, average inventory",Northern Plains,Kansas,142.00,Thousand head
Milk cows,1975,"Milk cows, average inventory",Northern Plains,Nebraska,152.00,Thousand head
Milk cows,1975,"Milk cows, average inventory",Northern Plains,North Dakota,115.00,Thousand head
Milk cows,1975,"Milk cows, average inventory",Northern Plains,South Dakota,174.00,Thousand head
Milk cows,1975,"Milk cows, average inventory",Northern Plains,Total region,583.00,Thousand head
Milk cows,1975,"Milk cows, average inventory",Appalachia,Kentucky,287.00,Thousand head
Milk cows,1975,"Milk cows, average inventory",Appalachia,North Carolina,145.00,Thousand head
Milk cows,1975,"Milk cows, average inventory",Appalachia,Tennessee,215.00,Thousand head
Milk cows,1975,"Milk cows, average inventory",Appalachia,Virginia,173.00,Thousand head
Milk cows,1975,"Milk cows, average inventory",Appalachia,West Virginia,41.00,Thousand head
Milk cows,1975,"Milk cows, average inventory",Appalachia,Total region,861.00,Thousand head
Milk cows,1975,"Milk cows, average inventory",Southeast,Alabama,90.00,Thousand head
Milk cows,1975,"Milk cows, average inventory",Southeast,Florida,197.00,Thousand head
Milk cows,1975,"Milk cows, average inventory",Southeast,Georgia,129.00,Thousand head
Milk cows,1975,"Milk cows, average inventory",Southeast,South Carolina,58.00,Thousand head
Milk cows,1975,"Milk cows, average inventory",Southeast,Total region,474.00,Thousand head
Milk cows,1975,"Milk cows, average inventory",Delta States,Arkansas,88.00,Thousand head
Milk cows,1975,"Milk cows, average inventory",Delta States,Louisiana,136.00,Thousand head
Milk cows,1975,"Milk cows, average inventory",Delta States,Mississippi,122.00,Thousand head
Milk cows,1975,"Milk cows, average inventory",Delta States,Total region,346.00,Thousand head
Milk cows,1975,"Milk cows, average inventory",Southern Plains,Oklahoma,119.00,Thousand head
Milk cows,1975,"Milk cows, average inventory",Southern Plains,Texas,333.00,Thousand head
Milk cows,1975,"Milk cows, average inventory",Southern Plains,Total region,452.00,Thousand head
Milk cows,1975,"Milk cows, average inventory",Mountain Region,Arizona,67.00,Thousand head
Milk cows,1975,"Milk cows, average inventory",Mountain Region,Colorado,74.00,Thousand head
Milk cows,1975,"Milk cows, average inventory",Mountain Region,Idaho,147.00,Thousand head
Milk cows,1975,"Milk cows, average inventory",Mountain Region,Montana,26.00,Thousand head
Milk cows,1975,"Milk cows, average inventory",Mountain Region,Nevada,14.00,Thousand head
Milk cows,1975,"Milk cows, average inventory",Mountain Region,New Mexico,32.00,Thousand head
Milk cows,1975,"Milk cows, average inventory",Mountain Region,Utah,79.00,Thousand head
Milk cows,1975,"Milk cows, average inventory",Mountain Region,Wyoming,11.80,Thousand head
Milk cows,1975,"Milk cows, average inventory",Mountain Region,Total region,450.80,Thousand head
Milk cows,1975,"Milk cows, average inventory",West Coast,California,800.00,Thousand head
Milk cows,1975,"Milk cows, average inventory",West Coast,Oregon,91.00,Thousand head
Milk cows,1975,"Milk cows, average inventory",West Coast,Washington,181.00,Thousand head
Milk cows,1975,"Milk cows, average inventory",West Coast,Total region,1072.00,Thousand head
Milk cows,1975,"Milk cows, average inventory",Other States,Alaska,1.60,Thousand head
Milk cows,1975,"Milk cows, average inventory",Other States,Hawaii,13.10,Thousand head
Milk cows,1975,"Milk cows, average inventory",Other States,Total region,14.70,Thousand head
Milk cows,1975,"Milk cows, average inventory",United States,Total region,11139.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Northeast,Connecticut,54.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Northeast,Delaware,11.30,Thousand head
Milk cows,1976,"Milk cows, average inventory",Northeast,Maine,59.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Northeast,Maryland,133.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Northeast,Massachusetts,54.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Northeast,New Hampshire,31.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Northeast,New Jersey,46.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Northeast,New York,912.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Northeast,Pennsylvania,706.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Northeast,Rhode Island,5.50,Thousand head
Milk cows,1976,"Milk cows, average inventory",Northeast,Vermont,194.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Northeast,Total region,2205.80,Thousand head
Milk cows,1976,"Milk cows, average inventory",Lake States,Michigan,405.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Lake States,Minnesota,878.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Lake States,Wisconsin,1807.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Lake States,Total region,3090.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Corn Belt,Illinois,237.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Corn Belt,Indiana,209.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Corn Belt,Iowa,392.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Corn Belt,Missouri,306.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Corn Belt,Ohio,397.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Corn Belt,Total region,1541.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Northern Plains,Kansas,137.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Northern Plains,Nebraska,142.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Northern Plains,North Dakota,111.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Northern Plains,South Dakota,170.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Northern Plains,Total region,560.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Appalachia,Kentucky,281.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Appalachia,North Carolina,142.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Appalachia,Tennessee,210.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Appalachia,Virginia,173.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Appalachia,West Virginia,39.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Appalachia,Total region,845.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Southeast,Alabama,85.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Southeast,Florida,201.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Southeast,Georgia,129.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Southeast,South Carolina,56.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Southeast,Total region,471.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Delta States,Arkansas,85.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Delta States,Louisiana,137.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Delta States,Mississippi,116.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Delta States,Total region,338.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Southern Plains,Oklahoma,117.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Southern Plains,Texas,320.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Southern Plains,Total region,437.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Mountain Region,Arizona,70.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Mountain Region,Colorado,72.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Mountain Region,Idaho,143.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Mountain Region,Montana,25.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Mountain Region,Nevada,14.20,Thousand head
Milk cows,1976,"Milk cows, average inventory",Mountain Region,New Mexico,32.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Mountain Region,Utah,79.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Mountain Region,Wyoming,11.50,Thousand head
Milk cows,1976,"Milk cows, average inventory",Mountain Region,Total region,446.70,Thousand head
Milk cows,1976,"Milk cows, average inventory",West Coast,California,811.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",West Coast,Oregon,92.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",West Coast,Washington,180.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",West Coast,Total region,1083.00,Thousand head
Milk cows,1976,"Milk cows, average inventory",Other States,Alaska,1.50,Thousand head
Milk cows,1976,"Milk cows, average inventory",Other States,Hawaii,13.20,Thousand head
Milk cows,1976,"Milk cows, average inventory",Other States,Total region,14.70,Thousand head
Milk cows,1976,"Milk cows, average inventory",United States,Total region,11032.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Northeast,Connecticut,52.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Northeast,Delaware,11.20,Thousand head
Milk cows,1977,"Milk cows, average inventory",Northeast,Maine,58.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Northeast,Maryland,131.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Northeast,Massachusetts,51.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Northeast,New Hampshire,31.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Northeast,New Jersey,47.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Northeast,New York,914.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Northeast,Pennsylvania,703.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Northeast,Rhode Island,5.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Northeast,Vermont,191.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Northeast,Total region,2194.20,Thousand head
Milk cows,1977,"Milk cows, average inventory",Lake States,Michigan,403.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Lake States,Minnesota,866.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Lake States,Wisconsin,1802.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Lake States,Total region,3071.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Corn Belt,Illinois,234.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Corn Belt,Indiana,208.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Corn Belt,Iowa,386.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Corn Belt,Missouri,296.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Corn Belt,Ohio,400.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Corn Belt,Total region,1524.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Northern Plains,Kansas,134.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Northern Plains,Nebraska,133.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Northern Plains,North Dakota,107.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Northern Plains,South Dakota,166.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Northern Plains,Total region,540.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Appalachia,Kentucky,278.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Appalachia,North Carolina,138.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Appalachia,Tennessee,208.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Appalachia,Virginia,172.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Appalachia,West Virginia,38.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Appalachia,Total region,834.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Southeast,Alabama,80.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Southeast,Florida,198.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Southeast,Georgia,129.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Southeast,South Carolina,53.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Southeast,Total region,460.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Delta States,Arkansas,84.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Delta States,Louisiana,132.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Delta States,Mississippi,112.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Delta States,Total region,328.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Southern Plains,Oklahoma,116.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Southern Plains,Texas,315.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Southern Plains,Total region,431.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Mountain Region,Arizona,69.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Mountain Region,Colorado,71.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Mountain Region,Idaho,141.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Mountain Region,Montana,26.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Mountain Region,Nevada,14.30,Thousand head
Milk cows,1977,"Milk cows, average inventory",Mountain Region,New Mexico,33.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Mountain Region,Utah,78.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Mountain Region,Wyoming,11.60,Thousand head
Milk cows,1977,"Milk cows, average inventory",Mountain Region,Total region,443.90,Thousand head
Milk cows,1977,"Milk cows, average inventory",West Coast,California,827.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",West Coast,Oregon,93.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",West Coast,Washington,184.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",West Coast,Total region,1104.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Other States,Alaska,1.50,Thousand head
Milk cows,1977,"Milk cows, average inventory",Other States,Hawaii,13.00,Thousand head
Milk cows,1977,"Milk cows, average inventory",Other States,Total region,14.50,Thousand head
Milk cows,1977,"Milk cows, average inventory",United States,Total region,10945.00,Thousand head
Milk cows,1978,"Milk cows, average inventory",Northeast,Connecticut,50.00,Thousand head
Milk cows,1978,"Milk cows, average inventory",Northeast,Delaware,11.00,Thousand head
Milk cows,1978,"Milk cows, average inventory",Northeast,Maine,58.00,Thousand head
Milk cows,1978,"Milk cows, average inventory",Northeast,Maryland,129.00,Thousand head
Milk cows,1978,"Milk cows, average inventory",Northeast,Massachusetts,49.00,Thousand head
Milk cows,1978,"Milk cows, average inventory",Northeast,New Hampshire,31.00,Thousand head
Milk cows,1978,"Milk cows, average inventory",Northeast,New Jersey,45.00,Thousand head
Milk cows,1978,"Milk cows, average inventory",Northeast,New York,906.00,Thousand head
Milk cows,1978,"Milk cows, average inventory",Northeast,Pennsylvania,700.00,Thousand head
