Table,Year,Data_item,Region,State,Value,Units
Milk production,1973,Percent of U.S. milk production,Southeast,Georgia,1.01,Percent
Milk production,1973,Percent of U.S. milk production,Southeast,South Carolina,0.43,Percent
Milk production,1973,Percent of U.S. milk production,Southeast,Total region,3.72,Percent
Milk production,1973,Milk production,Delta States,Arkansas,706.00,Million pounds
Milk production,1973,Milk production,Delta States,Louisiana,1062.00,Million pounds
Milk production,1973,Milk production,Delta States,Mississippi,950.00,Million pounds
Milk production,1973,Milk production,Delta States,Total region,2718.00,Million pounds
Milk production,1973,Percent of U.S. milk production,Delta States,Arkansas,0.61,Percent
Milk production,1973,Percent of U.S. milk production,Delta States,Louisiana,0.92,Percent
Milk production,1973,Percent of U.S. milk production,Delta States,Mississippi,0.82,Percent
Milk production,1973,Percent of U.S. milk production,Delta States,Total region,2.35,Percent
Milk production,1973,Milk production,Southern Plains,Oklahoma,1140.00,Million pounds
Milk production,1973,Milk production,Southern Plains,Texas,3280.00,Million pounds
Milk production,1973,Milk production,Southern Plains,Total region,4420.00,Million pounds
Milk production,1973,Percent of U.S. milk production,Southern Plains,Oklahoma,0.99,Percent
Milk production,1973,Percent of U.S. milk production,Southern Plains,Texas,2.84,Percent
Milk production,1973,Percent of U.S. milk production,Southern Plains,Total region,3.83,Percent
Milk production,1973,Milk production,Mountain Region,Arizona,737.00,Million pounds
Milk production,1973,Milk production,Mountain Region,Colorado,854.00,Million pounds
Milk production,1973,Milk production,Mountain Region,Idaho,1657.00,Million pounds
Milk production,1973,Milk production,Mountain Region,Montana,312.00,Million pounds
Milk production,1973,Milk production,Mountain Region,Nevada,144.00,Million pounds
Milk production,1973,Milk production,Mountain Region,New Mexico,318.00,Million pounds
Milk production,1973,Milk production,Mountain Region,Utah,866.00,Million pounds
Milk production,1973,Milk production,Mountain Region,Wyoming,130.00,Million pounds
Milk production,1973,Milk production,Mountain Region,Total region,5018.00,Million pounds
Milk production,1973,Percent of U.S. milk production,Mountain Region,Arizona,0.64,Percent
Milk production,1973,Percent of U.S. milk production,Mountain Region,Colorado,0.74,Percent
Milk production,1973,Percent of U.S. milk production,Mountain Region,Idaho,1.43,Percent
Milk production,1973,Percent of U.S. milk production,Mountain Region,Montana,0.27,Percent
Milk production,1973,Percent of U.S. milk production,Mountain Region,Nevada,0.12,Percent
Milk production,1973,Percent of U.S. milk production,Mountain Region,New Mexico,0.28,Percent
Milk production,1973,Percent of U.S. milk production,Mountain Region,Utah,0.75,Percent
Milk production,1973,Percent of U.S. milk production,Mountain Region,Wyoming,0.11,Percent
Milk production,1973,Percent of U.S. milk production,Mountain Region,Total region,4.34,Percent
Milk production,1973,Milk production,West Coast,California,10332.00,Million pounds
Milk production,1973,Milk production,West Coast,Oregon,1008.00,Million pounds
Milk production,1973,Milk production,West Coast,Washington,2338.00,Million pounds
Milk production,1973,Milk production,West Coast,Total region,13678.00,Million pounds
Milk production,1973,Percent of U.S. milk production,West Coast,California,8.95,Percent
Milk production,1973,Percent of U.S. milk production,West Coast,Oregon,0.87,Percent
Milk production,1973,Percent of U.S. milk production,West Coast,Washington,2.02,Percent
Milk production,1973,Percent of U.S. milk production,West Coast,Total region,11.84,Percent
Milk production,1973,Milk production,Other States,Alaska,18.10,Million pounds
Milk production,1973,Milk production,Other States,Hawaii,138.00,Million pounds
Milk production,1973,Milk production,Other States,Total region,156.10,Million pounds
Milk production,1973,Percent of U.S. milk production,Other States,Alaska,0.02,Percent
Milk production,1973,Percent of U.S. milk production,Other States,Hawaii,0.12,Percent
Milk production,1973,Percent of U.S. milk production,Other States,Total region,0.14,Percent
Milk production,1973,Milk production,United States,Total region,115491.00,Million pounds
Milk production,1973,Percent of U.S. milk production,United States,Total region,100.00,Percent
Milk production,1974,Milk production,Northeast,Connecticut,613.00,Million pounds
Milk production,1974,Milk production,Northeast,Delaware,128.00,Million pounds
Milk production,1974,Milk production,Northeast,Maine,611.00,Million pounds
Milk production,1974,Milk production,Northeast,Maryland,1505.00,Million pounds
Milk production,1974,Milk production,Northeast,Massachusetts,593.00,Million pounds
Milk production,1974,Milk production,Northeast,New Hampshire,329.00,Million pounds
Milk production,1974,Milk production,Northeast,New Jersey,551.00,Million pounds
Milk production,1974,Milk production,Northeast,New York,9822.00,Million pounds
Milk production,1974,Milk production,Northeast,Pennsylvania,6980.00,Million pounds
Milk production,1974,Milk production,Northeast,Rhode Island,63.00,Million pounds
Milk production,1974,Milk production,Northeast,Vermont,1945.00,Million pounds
Milk production,1974,Milk production,Northeast,Total region,23140.00,Million pounds
Milk production,1974,Percent of U.S. milk production,Northeast,Connecticut,0.53,Percent
Milk production,1974,Percent of U.S. milk production,Northeast,Delaware,0.11,Percent
Milk production,1974,Percent of U.S. milk production,Northeast,Maine,0.53,Percent
Milk production,1974,Percent of U.S. milk production,Northeast,Maryland,1.30,Percent
Milk production,1974,Percent of U.S. milk production,Northeast,Massachusetts,0.51,Percent
Milk production,1974,Percent of U.S. milk production,Northeast,New Hampshire,0.28,Percent
Milk production,1974,Percent of U.S. milk production,Northeast,New Jersey,0.48,Percent
Milk production,1974,Percent of U.S. milk production,Northeast,New York,8.50,Percent
Milk production,1974,Percent of U.S. milk production,Northeast,Pennsylvania,6.04,Percent
Milk production,1974,Percent of U.S. milk production,Northeast,Rhode Island,0.05,Percent
Milk production,1974,Percent of U.S. milk production,Northeast,Vermont,1.68,Percent
Milk production,1974,Percent of U.S. milk production,Northeast,Total region,20.02,Percent
Milk production,1974,Milk production,Lake States,Michigan,4350.00,Million pounds
Milk production,1974,Milk production,Lake States,Minnesota,9382.00,Million pounds
Milk production,1974,Milk production,Lake States,Wisconsin,18713.00,Million pounds
Milk production,1974,Milk production,Lake States,Total region,32445.00,Million pounds
Milk production,1974,Percent of U.S. milk production,Lake States,Michigan,3.76,Percent
Milk production,1974,Percent of U.S. milk production,Lake States,Minnesota,8.12,Percent
Milk production,1974,Percent of U.S. milk production,Lake States,Wisconsin,16.19,Percent
Milk production,1974,Percent of U.S. milk production,Lake States,Total region,28.07,Percent
Milk production,1974,Milk production,Corn Belt,Illinois,2522.00,Million pounds
Milk production,1974,Milk production,Corn Belt,Indiana,2260.00,Million pounds
Milk production,1974,Milk production,Corn Belt,Iowa,4025.00,Million pounds
Milk production,1974,Milk production,Corn Belt,Missouri,2989.00,Million pounds
Milk production,1974,Milk production,Corn Belt,Ohio,4221.00,Million pounds
Milk production,1974,Milk production,Corn Belt,Total region,16017.00,Million pounds
Milk production,1974,Percent of U.S. milk production,Corn Belt,Illinois,2.18,Percent
Milk production,1974,Percent of U.S. milk production,Corn Belt,Indiana,1.96,Percent
Milk production,1974,Percent of U.S. milk production,Corn Belt,Iowa,3.48,Percent
Milk production,1974,Percent of U.S. milk production,Corn Belt,Missouri,2.59,Percent
Milk production,1974,Percent of U.S. milk production,Corn Belt,Ohio,3.65,Percent
Milk production,1974,Percent of U.S. milk production,Corn Belt,Total region,13.86,Percent
Milk production,1974,Milk production,Northern Plains,Kansas,1403.00,Million pounds
Milk production,1974,Milk production,Northern Plains,Nebraska,1477.00,Million pounds
Milk production,1974,Milk production,Northern Plains,North Dakota,980.00,Million pounds
Milk production,1974,Milk production,Northern Plains,South Dakota,1642.00,Million pounds
Milk production,1974,Milk production,Northern Plains,Total region,5502.00,Million pounds
Milk production,1974,Percent of U.S. milk production,Northern Plains,Kansas,1.21,Percent
Milk production,1974,Percent of U.S. milk production,Northern Plains,Nebraska,1.28,Percent
Milk production,1974,Percent of U.S. milk production,Northern Plains,North Dakota,0.85,Percent
Milk production,1974,Percent of U.S. milk production,Northern Plains,South Dakota,1.42,Percent
Milk production,1974,Percent of U.S. milk production,Northern Plains,Total region,4.76,Percent
Milk production,1974,Milk production,Appalachia,Kentucky,2370.00,Million pounds
Milk production,1974,Milk production,Appalachia,North Carolina,1462.00,Million pounds
Milk production,1974,Milk production,Appalachia,Tennessee,1971.00,Million pounds
Milk production,1974,Milk production,Appalachia,Virginia,1705.00,Million pounds
Milk production,1974,Milk production,Appalachia,West Virginia,350.00,Million pounds
Milk production,1974,Milk production,Appalachia,Total region,7858.00,Million pounds
Milk production,1974,Percent of U.S. milk production,Appalachia,Kentucky,2.05,Percent
Milk production,1974,Percent of U.S. milk production,Appalachia,North Carolina,1.26,Percent
Milk production,1974,Percent of U.S. milk production,Appalachia,Tennessee,1.71,Percent
Milk production,1974,Percent of U.S. milk production,Appalachia,Virginia,1.48,Percent
Milk production,1974,Percent of U.S. milk production,Appalachia,West Virginia,0.30,Percent
Milk production,1974,Percent of U.S. milk production,Appalachia,Total region,6.80,Percent
Milk production,1974,Milk production,Southeast,Alabama,708.00,Million pounds
Milk production,1974,Milk production,Southeast,Florida,1875.00,Million pounds
Milk production,1974,Milk production,Southeast,Georgia,1190.00,Million pounds
Milk production,1974,Milk production,Southeast,South Carolina,515.00,Million pounds
Milk production,1974,Milk production,Southeast,Total region,4288.00,Million pounds
Milk production,1974,Percent of U.S. milk production,Southeast,Alabama,0.61,Percent
Milk production,1974,Percent of U.S. milk production,Southeast,Florida,1.62,Percent
Milk production,1974,Percent of U.S. milk production,Southeast,Georgia,1.03,Percent
Milk production,1974,Percent of U.S. milk production,Southeast,South Carolina,0.45,Percent
Milk production,1974,Percent of U.S. milk production,Southeast,Total region,3.71,Percent
Milk production,1974,Milk production,Delta States,Arkansas,706.00,Million pounds
Milk production,1974,Milk production,Delta States,Louisiana,1059.00,Million pounds
Milk production,1974,Milk production,Delta States,Mississippi,907.00,Million pounds
Milk production,1974,Milk production,Delta States,Total region,2672.00,Million pounds
Milk production,1974,Percent of U.S. milk production,Delta States,Arkansas,0.61,Percent
Milk production,1974,Percent of U.S. milk production,Delta States,Louisiana,0.92,Percent
Milk production,1974,Percent of U.S. milk production,Delta States,Mississippi,0.78,Percent
Milk production,1974,Percent of U.S. milk production,Delta States,Total region,2.31,Percent
Milk production,1974,Milk production,Southern Plains,Oklahoma,1137.00,Million pounds
Milk production,1974,Milk production,Southern Plains,Texas,3380.00,Million pounds
Milk production,1974,Milk production,Southern Plains,Total region,4517.00,Million pounds
Milk production,1974,Percent of U.S. milk production,Southern Plains,Oklahoma,0.98,Percent
Milk production,1974,Percent of U.S. milk production,Southern Plains,Texas,2.92,Percent
Milk production,1974,Percent of U.S. milk production,Southern Plains,Total region,3.91,Percent
Milk production,1974,Milk production,Mountain Region,Arizona,810.00,Million pounds
Milk production,1974,Milk production,Mountain Region,Colorado,866.00,Million pounds
Milk production,1974,Milk production,Mountain Region,Idaho,1555.00,Million pounds
Milk production,1974,Milk production,Mountain Region,Montana,294.00,Million pounds
Milk production,1974,Milk production,Mountain Region,Nevada,167.00,Million pounds
Milk production,1974,Milk production,Mountain Region,New Mexico,338.00,Million pounds
Milk production,1974,Milk production,Mountain Region,Utah,925.00,Million pounds
Milk production,1974,Milk production,Mountain Region,Wyoming,123.00,Million pounds
Milk production,1974,Milk production,Mountain Region,Total region,5078.00,Million pounds
Milk production,1974,Percent of U.S. milk production,Mountain Region,Arizona,0.70,Percent
Milk production,1974,Percent of U.S. milk production,Mountain Region,Colorado,0.75,Percent
Milk production,1974,Percent of U.S. milk production,Mountain Region,Idaho,1.35,Percent
Milk production,1974,Percent of U.S. milk production,Mountain Region,Montana,0.25,Percent
Milk production,1974,Percent of U.S. milk production,Mountain Region,Nevada,0.14,Percent
Milk production,1974,Percent of U.S. milk production,Mountain Region,New Mexico,0.29,Percent
Milk production,1974,Percent of U.S. milk production,Mountain Region,Utah,0.80,Percent
Milk production,1974,Percent of U.S. milk production,Mountain Region,Wyoming,0.11,Percent
Milk production,1974,Percent of U.S. milk production,Mountain Region,Total region,4.39,Percent
Milk production,1974,Milk production,West Coast,California,10596.00,Million pounds
Milk production,1974,Milk production,West Coast,Oregon,1004.00,Million pounds
Milk production,1974,Milk production,West Coast,Washington,2312.00,Million pounds
Milk production,1974,Milk production,West Coast,Total region,13912.00,Million pounds
Milk production,1974,Percent of U.S. milk production,West Coast,California,9.17,Percent
Milk production,1974,Percent of U.S. milk production,West Coast,Oregon,0.87,Percent
Milk production,1974,Percent of U.S. milk production,West Coast,Washington,2.00,Percent
Milk production,1974,Percent of U.S. milk production,West Coast,Total region,12.04,Percent
Milk production,1974,Milk production,Other States,Alaska,18.10,Million pounds
Milk production,1974,Milk production,Other States,Hawaii,139.00,Million pounds
Milk production,1974,Milk production,Other States,Total region,157.10,Million pounds
Milk production,1974,Percent of U.S. milk production,Other States,Alaska,0.02,Percent
Milk production,1974,Percent of U.S. milk production,Other States,Hawaii,0.12,Percent
Milk production,1974,Percent of U.S. milk production,Other States,Total region,0.14,Percent
Milk production,1974,Milk production,United States,Total region,115586.00,Million pounds
Milk production,1974,Percent of U.S. milk production,United States,Total region,100.00,Percent
Milk production,1975,Milk production,Northeast,Connecticut,608.00,Million pounds
Milk production,1975,Milk production,Northeast,Delaware,127.00,Million pounds
Milk production,1975,Milk production,Northeast,Maine,629.00,Million pounds
Milk production,1975,Milk production,Northeast,Maryland,1550.00,Million pounds
Milk production,1975,Milk production,Northeast,Massachusetts,601.00,Million pounds
Milk production,1975,Milk production,Northeast,New Hampshire,336.00,Million pounds
Milk production,1975,Milk production,Northeast,New Jersey,528.00,Million pounds
Milk production,1975,Milk production,Northeast,New York,9964.00,Million pounds
Milk production,1975,Milk production,Northeast,Pennsylvania,7140.00,Million pounds
Milk production,1975,Milk production,Northeast,Rhode Island,63.00,Million pounds
Milk production,1975,Milk production,Northeast,Vermont,2009.00,Million pounds
Milk production,1975,Milk production,Northeast,Total region,23555.00,Million pounds
Milk production,1975,Percent of U.S. milk production,Northeast,Connecticut,0.53,Percent
Milk production,1975,Percent of U.S. milk production,Northeast,Delaware,0.11,Percent
Milk production,1975,Percent of U.S. milk production,Northeast,Maine,0.55,Percent
Milk production,1975,Percent of U.S. milk production,Northeast,Maryland,1.34,Percent
Milk production,1975,Percent of U.S. milk production,Northeast,Massachusetts,0.52,Percent
Milk production,1975,Percent of U.S. milk production,Northeast,New Hampshire,0.29,Percent
Milk production,1975,Percent of U.S. milk production,Northeast,New Jersey,0.46,Percent
Milk production,1975,Percent of U.S. milk production,Northeast,New York,8.63,Percent
Milk production,1975,Percent of U.S. milk production,Northeast,Pennsylvania,6.19,Percent
Milk production,1975,Percent of U.S. milk production,Northeast,Rhode Island,0.05,Percent
Milk production,1975,Percent of U.S. milk production,Northeast,Vermont,1.74,Percent
Milk production,1975,Percent of U.S. milk production,Northeast,Total region,20.41,Percent
Milk production,1975,Milk production,Lake States,Michigan,4411.00,Million pounds
Milk production,1975,Milk production,Lake States,Minnesota,8946.00,Million pounds
Milk production,1975,Milk production,Lake States,Wisconsin,18900.00,Million pounds
Milk production,1975,Milk production,Lake States,Total region,32257.00,Million pounds
Milk production,1975,Percent of U.S. milk production,Lake States,Michigan,3.82,Percent
Milk production,1975,Percent of U.S. milk production,Lake States,Minnesota,7.75,Percent
Milk production,1975,Percent of U.S. milk production,Lake States,Wisconsin,16.38,Percent
Milk production,1975,Percent of U.S. milk production,Lake States,Total region,27.95,Percent
Milk production,1975,Milk production,Corn Belt,Illinois,2446.00,Million pounds
Milk production,1975,Milk production,Corn Belt,Indiana,2210.00,Million pounds
Milk production,1975,Milk production,Corn Belt,Iowa,3893.00,Million pounds
Milk production,1975,Milk production,Corn Belt,Missouri,2840.00,Million pounds
Milk production,1975,Milk production,Corn Belt,Ohio,4259.00,Million pounds
Milk production,1975,Milk production,Corn Belt,Total region,15648.00,Million pounds
Milk production,1975,Percent of U.S. milk production,Corn Belt,Illinois,2.12,Percent
Milk production,1975,Percent of U.S. milk production,Corn Belt,Indiana,1.92,Percent
Milk production,1975,Percent of U.S. milk production,Corn Belt,Iowa,3.37,Percent
Milk production,1975,Percent of U.S. milk production,Corn Belt,Missouri,2.46,Percent
Milk production,1975,Percent of U.S. milk production,Corn Belt,Ohio,3.69,Percent
Milk production,1975,Percent of U.S. milk production,Corn Belt,Total region,13.56,Percent
Milk production,1975,Milk production,Northern Plains,Kansas,1392.00,Million pounds
Milk production,1975,Milk production,Northern Plains,Nebraska,1431.00,Million pounds
Milk production,1975,Milk production,Northern Plains,North Dakota,917.00,Million pounds
Milk production,1975,Milk production,Northern Plains,South Dakota,1556.00,Million pounds
Milk production,1975,Milk production,Northern Plains,Total region,5296.00,Million pounds
Milk production,1975,Percent of U.S. milk production,Northern Plains,Kansas,1.21,Percent
Milk production,1975,Percent of U.S. milk production,Northern Plains,Nebraska,1.24,Percent
Milk production,1975,Percent of U.S. milk production,Northern Plains,North Dakota,0.79,Percent
Milk production,1975,Percent of U.S. milk production,Northern Plains,South Dakota,1.35,Percent
Milk production,1975,Percent of U.S. milk production,Northern Plains,Total region,4.59,Percent
Milk production,1975,Milk production,Appalachia,Kentucky,2319.00,Million pounds
Milk production,1975,Milk production,Appalachia,North Carolina,1498.00,Million pounds
Milk production,1975,Milk production,Appalachia,Tennessee,2031.00,Million pounds
Milk production,1975,Milk production,Appalachia,Virginia,1755.00,Million pounds
Milk production,1975,Milk production,Appalachia,West Virginia,350.00,Million pounds
Milk production,1975,Milk production,Appalachia,Total region,7953.00,Million pounds
Milk production,1975,Percent of U.S. milk production,Appalachia,Kentucky,2.01,Percent
Milk production,1975,Percent of U.S. milk production,Appalachia,North Carolina,1.30,Percent
Milk production,1975,Percent of U.S. milk production,Appalachia,Tennessee,1.76,Percent
Milk production,1975,Percent of U.S. milk production,Appalachia,Virginia,1.52,Percent
Milk production,1975,Percent of U.S. milk production,Appalachia,West Virginia,0.30,Percent
Milk production,1975,Percent of U.S. milk production,Appalachia,Total region,6.89,Percent
Milk production,1975,Milk production,Southeast,Alabama,686.00,Million pounds
Milk production,1975,Milk production,Southeast,Florida,1956.00,Million pounds
Milk production,1975,Milk production,Southeast,Georgia,1221.00,Million pounds
Milk production,1975,Milk production,Southeast,South Carolina,512.00,Million pounds
Milk production,1975,Milk production,Southeast,Total region,4375.00,Million pounds
Milk production,1975,Percent of U.S. milk production,Southeast,Alabama,0.59,Percent
Milk production,1975,Percent of U.S. milk production,Southeast,Florida,1.70,Percent
Milk production,1975,Percent of U.S. milk production,Southeast,Georgia,1.06,Percent
Milk production,1975,Percent of U.S. milk production,Southeast,South Carolina,0.44,Percent
Milk production,1975,Percent of U.S. milk production,Southeast,Total region,3.79,Percent
Milk production,1975,Milk production,Delta States,Arkansas,707.00,Million pounds
Milk production,1975,Milk production,Delta States,Louisiana,1054.00,Million pounds
Milk production,1975,Milk production,Delta States,Mississippi,876.00,Million pounds
Milk production,1975,Milk production,Delta States,Total region,2637.00,Million pounds
Milk production,1975,Percent of U.S. milk production,Delta States,Arkansas,0.61,Percent
Milk production,1975,Percent of U.S. milk production,Delta States,Louisiana,0.91,Percent
Milk production,1975,Percent of U.S. milk production,Delta States,Mississippi,0.76,Percent
Milk production,1975,Percent of U.S. milk production,Delta States,Total region,2.29,Percent
Milk production,1975,Milk production,Southern Plains,Oklahoma,1060.00,Million pounds
Milk production,1975,Milk production,Southern Plains,Texas,3208.00,Million pounds
Milk production,1975,Milk production,Southern Plains,Total region,4268.00,Million pounds
Milk production,1975,Percent of U.S. milk production,Southern Plains,Oklahoma,0.92,Percent
Milk production,1975,Percent of U.S. milk production,Southern Plains,Texas,2.78,Percent
Milk production,1975,Percent of U.S. milk production,Southern Plains,Total region,3.70,Percent
Milk production,1975,Milk production,Mountain Region,Arizona,840.00,Million pounds
Milk production,1975,Milk production,Mountain Region,Colorado,845.00,Million pounds
Milk production,1975,Milk production,Mountain Region,Idaho,1555.00,Million pounds
Milk production,1975,Milk production,Mountain Region,Montana,278.00,Million pounds
Milk production,1975,Milk production,Mountain Region,Nevada,168.00,Million pounds
Milk production,1975,Milk production,Mountain Region,New Mexico,366.00,Million pounds
Milk production,1975,Milk production,Mountain Region,Utah,919.00,Million pounds
Milk production,1975,Milk production,Mountain Region,Wyoming,110.00,Million pounds
Milk production,1975,Milk production,Mountain Region,Total region,5081.00,Million pounds
Milk production,1975,Percent of U.S. milk production,Mountain Region,Arizona,0.73,Percent
Milk production,1975,Percent of U.S. milk production,Mountain Region,Colorado,0.73,Percent
Milk production,1975,Percent of U.S. milk production,Mountain Region,Idaho,1.35,Percent
Milk production,1975,Percent of U.S. milk production,Mountain Region,Montana,0.24,Percent
Milk production,1975,Percent of U.S. milk production,Mountain Region,Nevada,0.15,Percent
Milk production,1975,Percent of U.S. milk production,Mountain Region,New Mexico,0.32,Percent
Milk production,1975,Percent of U.S. milk production,Mountain Region,Utah,0.80,Percent
Milk production,1975,Percent of U.S. milk production,Mountain Region,Wyoming,0.10,Percent
Milk production,1975,Percent of U.S. milk production,Mountain Region,Total region,4.40,Percent
Milk production,1975,Milk production,West Coast,California,10853.00,Million pounds
Milk production,1975,Milk production,West Coast,Oregon,990.00,Million pounds
Milk production,1975,Milk production,West Coast,Washington,2322.00,Million pounds
Milk production,1975,Milk production,West Coast,Total region,14165.00,Million pounds
Milk production,1975,Percent of U.S. milk production,West Coast,California,9.40,Percent
Milk production,1975,Percent of U.S. milk production,West Coast,Oregon,0.86,Percent
Milk production,1975,Percent of U.S. milk production,West Coast,Washington,2.01,Percent
Milk production,1975,Percent of U.S. milk production,West Coast,Total region,12.27,Percent
Milk production,1975,Milk production,Other States,Alaska,16.80,Million pounds
Milk production,1975,Milk production,Other States,Hawaii,146.00,Million pounds
Milk production,1975,Milk production,Other States,Total region,162.80,Million pounds
Milk production,1975,Percent of U.S. milk production,Other States,Alaska,0.01,Percent
Milk production,1975,Percent of U.S. milk production,Other States,Hawaii,0.13,Percent
Milk production,1975,Percent of U.S. milk production,Other States,Total region,0.14,Percent
Milk production,1975,Milk production,United States,Total region,115398.00,Million pounds
Milk production,1975,Percent of U.S. milk production,United States,Total region,100.00,Percent
Milk production,1976,Milk production,Northeast,Connecticut,616.00,Million pounds
Milk production,1976,Milk production,Northeast,Delaware,135.00,Million pounds
Milk production,1976,Milk production,Northeast,Maine,628.00,Million pounds
Milk production,1976,Milk production,Northeast,Maryland,1549.00,Million pounds
Milk production,1976,Milk production,Northeast,Massachusetts,598.00,Million pounds
Milk production,1976,Milk production,Northeast,New Hampshire,335.00,Million pounds
Milk production,1976,Milk production,Northeast,New Jersey,545.00,Million pounds
Milk production,1976,Milk production,Northeast,New York,10198.00,Million pounds
Milk production,1976,Milk production,Northeast,Pennsylvania,7507.00,Million pounds
Milk production,1976,Milk production,Northeast,Rhode Island,60.00,Million pounds
Milk production,1976,Milk production,Northeast,Vermont,2093.00,Million pounds
Milk production,1976,Milk production,Northeast,Total region,24264.00,Million pounds
Milk production,1976,Percent of U.S. milk production,Northeast,Connecticut,0.51,Percent
Milk production,1976,Percent of U.S. milk production,Northeast,Delaware,0.11,Percent
Milk production,1976,Percent of U.S. milk production,Northeast,Maine,0.52,Percent
Milk production,1976,Percent of U.S. milk production,Northeast,Maryland,1.29,Percent
Milk production,1976,Percent of U.S. milk production,Northeast,Massachusetts,0.50,Percent
Milk production,1976,Percent of U.S. milk production,Northeast,New Hampshire,0.28,Percent
Milk production,1976,Percent of U.S. milk production,Northeast,New Jersey,0.45,Percent
Milk production,1976,Percent of U.S. milk production,Northeast,New York,8.49,Percent
Milk production,1976,Percent of U.S. milk production,Northeast,Pennsylvania,6.25,Percent
Milk production,1976,Percent of U.S. milk production,Northeast,Rhode Island,0.05,Percent
Milk production,1976,Percent of U.S. milk production,Northeast,Vermont,1.74,Percent
Milk production,1976,Percent of U.S. milk production,Northeast,Total region,20.19,Percent
Milk production,1976,Milk production,Lake States,Michigan,4620.00,Million pounds
Milk production,1976,Milk production,Lake States,Minnesota,9239.00,Million pounds
Milk production,1976,Milk production,Lake States,Wisconsin,20296.00,Million pounds
Milk production,1976,Milk production,Lake States,Total region,34155.00,Million pounds
Milk production,1976,Percent of U.S. milk production,Lake States,Michigan,3.84,Percent
Milk production,1976,Percent of U.S. milk production,Lake States,Minnesota,7.69,Percent
Milk production,1976,Percent of U.S. milk production,Lake States,Wisconsin,16.89,Percent
Milk production,1976,Percent of U.S. milk production,Lake States,Total region,28.42,Percent
Milk production,1976,Milk production,Corn Belt,Illinois,2485.00,Million pounds
Milk production,1976,Milk production,Corn Belt,Indiana,2240.00,Million pounds
Milk production,1976,Milk production,Corn Belt,Iowa,3954.00,Million pounds
Milk production,1976,Milk production,Corn Belt,Missouri,2919.00,Million pounds
Milk production,1976,Milk production,Corn Belt,Ohio,4435.00,Million pounds
Milk production,1976,Milk production,Corn Belt,Total region,16033.00,Million pounds
Milk production,1976,Percent of U.S. milk production,Corn Belt,Illinois,2.07,Percent
Milk production,1976,Percent of U.S. milk production,Corn Belt,Indiana,1.86,Percent
Milk production,1976,Percent of U.S. milk production,Corn Belt,Iowa,3.29,Percent
Milk production,1976,Percent of U.S. milk production,Corn Belt,Missouri,2.43,Percent
Milk production,1976,Percent of U.S. milk production,Corn Belt,Ohio,3.69,Percent
Milk production,1976,Percent of U.S. milk production,Corn Belt,Total region,13.34,Percent
Milk production,1976,Milk production,Northern Plains,Kansas,1447.00,Million pounds
Milk production,1976,Milk production,Northern Plains,Nebraska,1409.00,Million pounds
Milk production,1976,Milk production,Northern Plains,North Dakota,948.00,Million pounds
Milk production,1976,Milk production,Northern Plains,South Dakota,1650.00,Million pounds
Milk production,1976,Milk production,Northern Plains,Total region,5454.00,Million pounds
Milk production,1976,Percent of U.S. milk production,Northern Plains,Kansas,1.20,Percent
Milk production,1976,Percent of U.S. milk production,Northern Plains,Nebraska,1.17,Percent
Milk production,1976,Percent of U.S. milk production,Northern Plains,North Dakota,0.79,Percent
Milk production,1976,Percent of U.S. milk production,Northern Plains,South Dakota,1.37,Percent
Milk production,1976,Percent of U.S. milk production,Northern Plains,Total region,4.54,Percent
Milk production,1976,Milk production,Appalachia,Kentucky,2383.00,Million pounds
Milk production,1976,Milk production,Appalachia,North Carolina,1580.00,Million pounds
Milk production,1976,Milk production,Appalachia,Tennessee,2096.00,Million pounds
Milk production,1976,Milk production,Appalachia,Virginia,1877.00,Million pounds
Milk production,1976,Milk production,Appalachia,West Virginia,356.00,Million pounds
Milk production,1976,Milk production,Appalachia,Total region,8292.00,Million pounds
Milk production,1976,Percent of U.S. milk production,Appalachia,Kentucky,1.98,Percent
Milk production,1976,Percent of U.S. milk production,Appalachia,North Carolina,1.31,Percent
Milk production,1976,Percent of U.S. milk production,Appalachia,Tennessee,1.74,Percent
Milk production,1976,Percent of U.S. milk production,Appalachia,Virginia,1.56,Percent
Milk production,1976,Percent of U.S. milk production,Appalachia,West Virginia,0.30,Percent
Milk production,1976,Percent of U.S. milk production,Appalachia,Total region,6.90,Percent
Milk production,1976,Milk production,Southeast,Alabama,682.00,Million pounds
Milk production,1976,Milk production,Southeast,Florida,2023.00,Million pounds
Milk production,1976,Milk production,Southeast,Georgia,1303.00,Million pounds
Milk production,1976,Milk production,Southeast,South Carolina,525.00,Million pounds
Milk production,1976,Milk production,Southeast,Total region,4533.00,Million pounds
Milk production,1976,Percent of U.S. milk production,Southeast,Alabama,0.57,Percent
Milk production,1976,Percent of U.S. milk production,Southeast,Florida,1.68,Percent
Milk production,1976,Percent of U.S. milk production,Southeast,Georgia,1.08,Percent
Milk production,1976,Percent of U.S. milk production,Southeast,South Carolina,0.44,Percent
Milk production,1976,Percent of U.S. milk production,Southeast,Total region,3.77,Percent
Milk production,1976,Milk production,Delta States,Arkansas,710.00,Million pounds
Milk production,1976,Milk production,Delta States,Louisiana,1088.00,Million pounds
Milk production,1976,Milk production,Delta States,Mississippi,862.00,Million pounds
Milk production,1976,Milk production,Delta States,Total region,2660.00,Million pounds
Milk production,1976,Percent of U.S. milk production,Delta States,Arkansas,0.59,Percent
Milk production,1976,Percent of U.S. milk production,Delta States,Louisiana,0.91,Percent
